FPR,TPR
0.6635514018691588,0.9178082191780822
0.6728971962616822,0.9178082191780822
0.6822429906542056,0.9178082191780822
0.6822429906542056,0.9315068493150684
0.6822429906542056,0.9452054794520548
0.6915887850467289,0.9452054794520548
0.7009345794392523,0.9452054794520548
0.7009345794392523,0.958904109589041
0.7289719626168224,0.958904109589041
0.7663551401869159,0.958904109589041
0.7757009345794392,0.958904109589041
0.7850467289719626,0.958904109589041
0.794392523364486,0.958904109589041
0.8037383177570093,0.9726027397260274
0.8130841121495327,0.9726027397260274
0.822429906542056,0.9726027397260274
0.8317757009345794,0.9726027397260274
0.8411214953271028,0.9726027397260274
0.8504672897196262,0.9726027397260274
0.8504672897196262,0.9863013698630136
0.8598130841121495,0.9863013698630136
0.8691588785046729,0.9863013698630136
0.8785046728971962,0.9863013698630136
0.8878504672897196,0.9863013698630136
0.897196261682243,0.9863013698630136
0.9065420560747663,0.9863013698630136
0.9065420560747663,1.0
0.9158878504672897,1.0
0.9252336448598131,1.0
0.9345794392523364,1.0
0.9439252336448598,1.0
0.9532710280373832,1.0
0.9626168224299065,1.0
0.9719626168224299,1.0
0.9813084112149533,1.0
1.0,1.0
0.0,0.0
1.0,1.0
